From Type,From Name,Edge Type,To Type,To Name,Date,Weight,NRS Reference
Person,Duchess of Hamilton,WROTE LETTER TO,Person,Unknown,c 1690,,GD406/1/3049
Person,Sunderland,WROTE LETTER TO,Person,Arran,"1690, May 24",,GD406/1/3189
Person,Charles Spencer,WROTE LETTER TO,Person,Arran,"1692, Oct 24",,GD406/1/3213
Person,George MacKenzie,WROTE LETTER TO,Person,Arran,c 1691,,GD406/1/3363
Person,Breadalbane,WROTE LETTER TO,Person,Arran,"1690, May 8",,GD406/1/3371
Person,Unknown,WROTE LETTER TO,Person,Hamitlon,"1688, Oct 27",,GD406/1/3388
Person,John Hamilton,WROTE LETTER TO,Person,Hamilton,"1688, Aug 7",,GD406/1/3389
Person,Walter Cornwall,WROTE LETTER TO,Person,Hamilton,"1689, Oct 7",,GD406/1/3390
Person,J. Macleane,WROTE LETTER TO,Person,Hamilton,"1689, Aug 12",,GD406/1/3391
Person,Melfort,WROTE LETTER TO,Person,Unknown,"1689, Apr 3",,GD406/1/3392
Person,Feversham,WROTE LETTER TO,Person,Major General Kirk,"1688, Nov 4",,GD406/1/3393
Person,Feversham,WROTE LETTER TO,Person,Arran,"1688, Nov 14",,GD406/1/3394
Person,Feversham,WROTE LETTER TO,Person,Major General Kirk,"1688, Nov 14",,GD406/1/3395
Person,Feversham,WROTE LETTER TO,Person,Arran,"1688, Nov 18",,GD406/1/3396
Person,Feversham,WROTE LETTER TO,Person,Arran,"1688, Nov 24",,GD406/1/3397
Person,Feversham,WROTE LETTER TO,Person,Arran,"1688, Nov 25",,GD406/1/3398
Person,Feversham,WROTE LETTER TO,Person,Arran,"1688, Dec 10",,GD406/1/3399
Person,Feversham,WROTE LETTER TO,Person,Lichfield's regiment and Arran's regiment,"1688, Dec 12",,GD406/1/3400
Person,King James,WROTE LETTER TO,Person,Feversham,"1688, Dec 10",,GD406/1/3401
Person,Unknown,WROTE LETTER TO,Person,Madam Harcourt,"1689, Nov 16",,GD406/1/3402
Person,H. Peyre,WROTE LETTER TO,Person,Mr. Billott,"1689, Jan 29",,GD406/1/3403
Person,Unknown,WROTE LETTER TO,Person,Mrs. Martha Ward,"1689, Feb 5",,GD406/1/3404
Person,Thomas Moncrieffe,WROTE LETTER TO,Person,Hamilton,"1689, Feb 7",,GD406/1/3405
Person,W. Hamilton,WROTE LETTER TO,Person,Cap. James Hamilton,"1689, Feb 20",,GD406/1/3407
Person,W. Hamilton,Account,Person,Arran,"1690, Feb 20",,GD406/1/3408
Person,H,WROTE LETTER TO,Person,Mr. Robert Craig,"1689, Mar 8",,GD406/1/3409
Person,Robert Webb,WROTE LETTER TO,Person,Hamilton,"1689, May 2",,GD406/1/3410
Person,Lie. Col. John Buchan,WROTE LETTER TO,Person,Sir Charles Graham,"1689, Jun 25",,GD406/1/3411
Person,Alice Smith,WROTE LETTER TO,Person,Lady Gerard,"1689, Aug 13",,GD406/1/3412
Person,George Skirving,WROTE LETTER TO,Person,Arran,"1689, Aug 24",,GD406/1/3413
Person,Robert Webb,WROTE LETTER TO,Person,David Crawford,"1689, Sep 14",,GD406/1/3415
Person,H. Penge,WROTE LETTER TO,Person,Lady Gerard,"1690, Jan 20",,GD406/1/3416
Person,Unknown,WROTE LETTER TO,Person,Arran,"1688, Mar 17",,GD406/1/3418
Person,Unknown,WROTE LETTER TO,Person,Arran,"1688, Oct 6",,GD406/1/3419
Person,James Hamilton,WROTE LETTER TO,Person,Arran,"1688, Mar 8",,GD406/1/3423
Person,James Hamilton,WROTE LETTER TO,Person,Arran,"1688, Oct 4",,GD406/1/3424
Person,William Hamilton,WROTE LETTER TO,Person,Arran,"1690, Mar 15",,GD406/1/3461
Person,William Hamilton,WROTE LETTER TO,Person,Arran,"1690, Feb 20",,GD406/1/3462
Person,William Hamilton,WROTE LETTER TO,Person,Arran,"1690, Mar 10",,GD406/1/3463
Person,Lady Belhaven,WROTE LETTER TO,Person,Duchess of Hamilton,"1688, May 8",,GD406/1/3477
Person,William Hamilton,WROTE LETTER TO,Person,Arran,"1688, Feb 25",,GD406/1/3478
Person,William Hamilton,WROTE LETTER TO,Person,Arran,"1688, Mar 6",,GD406/1/3479
Person,Sir George Lockhart,WROTE LETTER TO,Person,Arran,"1688, Mar 22",,GD406/1/3480
Person,William Hamilton,WROTE LETTER TO,Person,Arran,"1688, Feb 19",,GD406/1/3481
Person,William Hamilton,WROTE LETTER TO,Person,Arran,"1688, Jan 28",,GD406/1/3482
Person,W. Chetwynd,WROTE LETTER TO,Person,Edward Hungerford,"1688, Jun 16",,GD406/1/3483
Person,H. Perye,WROTE LETTER TO,Person,Lady Gerard,c 1688,,GD406/1/3484
Person,William Hamilton,WROTE LETTER TO,Person,Arran,"1688, Feb 7",,GD406/1/3485
Person,James Stewart,WROTE LETTER TO,Person,Arran,"1688, Jan 5",,GD406/1/3486
Person,W.W,WROTE LETTER TO,Person,Lady Gerard,"1688, Jun 24",,GD406/1/3487
Person,W.W,WROTE LETTER TO,Person,Lady Gerard,"1688, Jun 11",,GD406/1/3488
Person,J. Bourdenane,WROTE LETTER TO,Person,Mr. Charles Roberts,"1688, Feb 2",,GD406/1/3489
Person,Sunderland,WROTE LETTER TO,Person,Hamilton,"1688, Feb 14",,GD406/1/3490
Person,Hamilton,WROTE LETTER TO,Person,Sunderland,"1688, Feb 21",,GD406/1/3491
Person,J. Duncan,WROTE LETTER TO,Person,Mr. Crawford,"1688, Mar 3",,GD406/1/3492
Person,John Dalrymple,WROTE LETTER TO,Person,Arran,"1688, Mar 20",,GD406/1/3493
Person,D. Bellot,WROTE LETTER TO,Person,Mrs. Astbury,"1688, June",,GD406/1/3494
Person,W. Chetwynd,WROTE LETTER TO,Person,Lady Gerard,"1688, Jun 16",,GD406/1/3495
Person,D. Bellot,WROTE LETTER TO,Person,Edward Hungerford,"1688, Jul 9",,GD406/1/3497
Person,H. Perye,WROTE LETTER TO,Person,Lady Gerard,"1688, Aug 11",,GD406/1/3499
Person,Robert Cunningham,WROTE LETTER TO,Person,James Hamilton,"1688, Jul 20",,GD406/1/3500
Person,Unknown,WROTE LETTER TO,Person,Hamilton,"1688, May 15",,GD406/1/3502
Person,Unknown,WROTE LETTER TO,Person,Hamilton,n/a,,GD406/1/3503
Person,Unknown,WROTE LETTER TO,Person,Hamilton,"1688, Dec 23",,GD406/1/3504
Person,Unknown,WROTE LETTER TO,Person,Hamilton,"1688, Dec 2",,GD406/1/3505
Person,Unknown,WROTE LETTER TO,Person,Hamilton,"1688, May 15",,GD406/1/3506
Person,D. Nairne,Intercepted Letter,Person,Melfort,"1689, Mar 29",,GD406/1/3507
Person,Melfort,Intercepted Letter,Person,Perth,"1689, Mar 29",,GD406/1/3508
Person,Melfort,Intercepted Letter,Person,Mr. Brodie,c1689,,GD406/1/3509
Person,George Middleton,Intercepted Letter,Person,Major Robert Middleton,"1689, Mar 25",,GD406/1/3510
Person,A. Kennedy,Intercepted Letter,Person,Balcarres,"1689, Mar 28",,GD406/1/3511
Person,Lord Drummond,Intercepted Letter,Person,Perth,"1689, Mar 28",,GD406/1/3512
Person,"Servant, Lord Drummond",Intercepted Letter,Person,Perth,"1689, Mar 28",,GD406/1/3513
Person,David Cairnes,WROTE LETTER TO,Person,Argyll,"1689, Jul 11",,GD406/1/3514
Person,Dugal Campbell,WROTE LETTER TO,Person,Argyll,"1689, Jul 11",,GD406/1/3515
Person,John Campbell,WROTE LETTER TO,Person,Argyll,"1689, Jul 13",,GD406/1/3516
Person,William Campbell,WROTE LETTER TO,Person,Mr. Davgall Campbell,"1689, Jul 10",,GD406/1/3517
Person,Angus Campbell,WROTE LETTER TO,Person,Unknown,"1689, Jul 11",,GD406/1/3518
Person,Glencairn,WROTE LETTER TO,Person,Hamilton,"1689, Aug 5",,GD406/1/3519
Person,Tweeddale,WROTE LETTER TO,Person,Hamilton,"1689, Jul 2",,GD406/1/3520
Person,Shrewsbury,WROTE LETTER TO,Person,Hamilton,"1689, Apr 13",,GD406/1/3521
Person,Viscount Tarbat,WROTE LETTER TO,Person,Hamilton,"1689, Jun 3",,GD406/1/3522
Person,Viscount Tarbat,Petition,Organization,Privy Council ,"1689, Jun 3",,GD406/1/3523
Person,Schomberg,WROTE LETTER TO,Person,Hamilton,"1689, Aug 12",,GD406/1/3524
Ship,Swallow,Memorandum,Person,Hamilton,"1689, Jun 19",,GD406/1/3525
Person,Schomberg,WROTE LETTER TO,Person,Hamilton,"1689, Aug 13",,GD406/1/3526
Person,George Walker & John Michelburn,WROTE LETTER TO,Person,Major General Kirk,"1689, Jul 19",,GD406/1/3527
Person,Robert Brotherson,WROTE LETTER TO,Person,His cousin Thomas,"1689, Jul 26",,GD406/1/3528
Person,William Fullerton,WROTE LETTER TO,Person,Hamilton,"1689, Jul 28",,GD406/1/3529
Person,Major General Kirk,WROTE LETTER TO,Person,Hamilton,"1689, Jun 19",,GD406/1/3530
Person,Major General Kirk,WROTE LETTER TO,Person,Hamilton,"1689, Aug 4",,GD406/1/3531
Person,Major General Kirk,WROTE LETTER TO,Person,Hamilton,"1689, Jul 29",,GD406/1/3532
Person,Major General Kirk,Proclamation,Group,Protestant Subjects,"1689, Jul 24",,GD406/1/3533
Person,Captain George Rooke,WROTE LETTER TO,Person,Hamilton,"1689, May 11",,GD406/1/3534
Person,Captain George Rooke,WROTE LETTER TO,Person,Hamilton,"1689, Jul 20",,GD406/1/3535
Person,Captain George Rooke,WROTE LETTER TO,Person,Hamilton,"1689, Aug 2",,GD406/1/3536
Person,Captain George Rooke,Instructions,Person,Hamilton,"1689, May 4",,GD406/1/3537
Person,Captain George Rooke,WROTE LETTER TO,Person,Hamilton,"1689, Jul 30",,GD406/1/3538
Person,Captain George Rooke,WROTE LETTER TO,Person,Hamilton,"1689, Aug 9",,GD406/1/3539
Person,Captain George Rooke,WROTE LETTER TO,Person,Hamilton,"1689, Aug 13",,GD406/1/3540
Person,Captain George Rooke,WROTE LETTER TO,Person,Hamilton,"1689, Aug 26",,GD406/1/3541
Person,Captain George Rooke,WROTE LETTER TO,Person,Hamilton,"1689, Jun 20",,GD406/1/3542
Person,James Dalrymple,WROTE LETTER TO,Person,Hamilton,c 1689,,GD406/1/3543
Person,James Dalrymple,WROTE LETTER TO,Person,Hamilton,"1689, May 30",,GD406/1/3544
Person,John Dalrymple,WROTE LETTER TO,Person,Hamilton,"1689, May 16",,GD406/1/3545
Person,John Dalrymple,WROTE LETTER TO,Person,Hamilton,"1689, May 30",,GD406/1/3546
Person,John Dalrymple,WROTE LETTER TO,Person,Hamilton,"1691, Jan 13",,GD406/1/3547
Person,John Dalrymple,WROTE LETTER TO,Person,Hamilton,"1691, Jul",,GD406/1/3548
Person,John Dalrymple,WROTE LETTER TO,Person,Hamitlon,"1691, Oct 6-16",,GD406/1/3549
Person,John Dalrymple,WROTE LETTER TO,Person,Hamilton,"1692, Mar 3",,GD406/1/3550
Person,John Dalrymple,WROTE LETTER TO,Person,Hamilton,c 1692,,GD406/1/3551
Person,John Dalrymple,WROTE LETTER TO,Person,Hamilton,"1691, Dec 30",,GD406/1/3552
Person,John Dalrymple,WROTE LETTER TO,Person,Hamilton,"1691, Aug 17-27",,GD406/1/3553
Person,John Dalrymple,WROTE LETTER TO,Person,Hamilton,"1691, Feb 13",,GD406/1/3554
Person,John Dalrymple,WROTE LETTER TO,Person,Hamilton,c 1691,,GD406/1/3555
Person,John Dalrymple,WROTE LETTER TO,Person,Hamilton,"1691, Mar 17",,GD406/1/3556
Person,John Dalrymple,WROTE LETTER TO,Person,Hamilton,c 1691,,GD406/1/3557
Person,Argyll,WROTE LETTER TO,Person,Hamilton,"1689, Aug 2",,GD406/1/3558
Person,Argyll,WROTE LETTER TO,Person,Hamilton,"1689, Aug 5",,GD406/1/3559
Person,Argyll,WROTE LETTER TO,Person,Hamilton,"1689, Aug 5",,GD406/1/3560
Person,"Argyll, Glencairn, Eglinton & others",Opinion,Person,Hamilton,"1689, Jul 22",,GD406/1/3561
Person,Unknown,WROTE LETTER TO,Person,Argyll,"1689, Jul 18",,GD406/1/3562
Person,Argyll,WROTE LETTER TO,Person,Hamilton,"1689, Jul 22",,GD406/1/3564
Person,Argyll,WROTE LETTER TO,Person,Hamilton,"1689, Jul 25",,GD406/1/3565
Person,Argyll,WROTE LETTER TO,Person,Hamilton,"1689, Jul 20",,GD406/1/3566
Person,Argyll,WROTE LETTER TO,Person,Skelmorlie,"1689, May 12",,GD406/1/3567
Person,Argyll,WROTE LETTER TO,Person,Hamilton,"1689, Jul 14",,GD406/1/3568
Person,Master of Forbes,WROTE LETTER TO,Person,Hamilton,"1689, Jun 18",,GD406/1/3569
Person,Master of Forbes,WROTE LETTER TO,Person,Hamilton,"1689, Aug 5",,GD406/1/3570
Person,Polwarth,WROTE LETTER TO,Person,Hamilton,"1689, Sep 3",,GD406/1/3571
Person,Polwarth,WROTE LETTER TO,Person,Hamilton,"1689, Sep 5",,GD406/1/3572
Person,Polwarth,WROTE LETTER TO,Person,Hamilton,"1689, Aug 27",,GD406/1/3573
Person,Hamilton,WROTE LETTER TO,Person,Melville,"1689, May 20",,GD406/1/3574
Person,Hamilton,WROTE LETTER TO,Person,Melville,"1689, May 21",,GD406/1/3575
Person,Hamilton,WROTE LETTER TO,Person,Melvile,"1689, May 25",,GD406/1/3576
Person,Hamilton,WROTE LETTER TO,Person,Melville,"1689, May 30",,GD406/1/3577
Person,Hamilton,WROTE LETTER TO,Person,Melville,"1689, Jun 1",,GD406/1/3578
Person,Hamilton,WROTE LETTER TO,Person,Melville,"1689, Jun 4",,GD406/1/3579
Person,Hamilton,WROTE LETTER TO,Person,Melville,"1689, Jun 6",,GD406/1/3580
Person,Hamilton,WROTE LETTER TO,Person,Melville,"1689, Jun 8",,GD406/1/3581
Person,Hamilton,WROTE LETTER TO,Person,Melville,"1689, Jun 14",,GD406/1/3582
Person,Hamilton,WROTE LETTER TO,Person,Melville,"1689, Jun 18",,GD406/1/3583
Person,Hamilton,WROTE LETTER TO,Person,Melville,"1689, Jun 23",,GD406/1/3584
Person,Hamilton,WROTE LETTER TO,Person,Melville,"1689, Jun 25",,GD406/1/3585
Person,Hamilton,WROTE LETTER TO,Person,Melville,"1689, Jun 27",,GD406/1/3586
Person,Hamilton,WROTE LETTER TO,Person,Melville,"1689, Jul 2",,GD406/1/3587
Person,Hamilton,WROTE LETTER TO,Person,Melville,"1689, Jul 4",,GD406/1/3588
Person,Hamilton,WROTE LETTER TO,Person,Melville,"1689, Jul 6",,GD406/1/3589
Person,Hamilton,WROTE LETTER TO,Person,Melville,"1689, Jul 9",,GD406/1/3590
Person,Hamilton,WROTE LETTER TO,Person,Melville,"1689, Jul 13",,GD406/1/3591
Person,Hamilton,WROTE LETTER TO,Person,Melville,"1689, Jul 18",,GD406/1/3592
Person,Hamilton,WROTE LETTER TO,Person,Melville,"1689, Jul 23",,GD406/1/3593
Person,Hamilton,WROTE LETTER TO,Person,Melville,"1689, Jul 25",,GD406/1/3594
Person,Hamilton,WROTE LETTER TO,Person,Melville,"1689, Jul 29",,GD406/1/3595
Person,Hamilton,WROTE LETTER TO,Person,Melville,"1689, Jul 30",,GD406/1/3596
Person,Hamilton,WROTE LETTER TO,Person,Melville,"1689, Aug 1",,GD406/1/3597
Person,Hamilton,WROTE LETTER TO,Person,Melville,"1689, Aug 3",,GD406/1/3598
Person,Hamilton,WROTE LETTER TO,Person,Melville,"1689, Aug 6",,GD406/1/3599
Person,Hamilton,WROTE LETTER TO,Person,Melville,"1689, Aug 8",,GD406/1/3600
Person,Hamilton,WROTE LETTER TO,Person,Melville,"1689, Aug 13",,GD406/1/3601
Person,Hamilton,WROTE LETTER TO,Person,Melville,"1689, Aug 15",,GD406/1/3602
Person,Hamilton,WROTE LETTER TO,Person,Melville,"1689, Aug 16",,GD406/1/3603
Person,Hamilton,WROTE LETTER TO,Person,Melville,"1689, Dec 29",,GD406/1/3604
Person,Major General Mackay,WROTE LETTER TO,Person,Hamilton,"1689, Jun 13",,GD406/1/3605
Person,Major General Mackay,WROTE LETTER TO,Person,Hamilton,"1689, Jun 19",,GD406/1/3606
Person,Major General Mackay,WROTE LETTER TO,Person,Hamilton,"1689, Jul 14",,GD406/1/3607
Person,Major General Mackay,WROTE LETTER TO,Person,Hamilton,"1689, Jul 24",,GD406/1/3608
Person,Major General Mackay,WROTE LETTER TO,Person,Hamilton,"1689, Jul 26",,GD406/1/3609
Person,Major General Mackay,WROTE LETTER TO,Person,Hamilton,"1689, Jul 30",,GD406/1/3610
Person,Major General Mackay,WROTE LETTER TO,Person,Hamilton,"1689, Aug 4",,GD406/1/3611
Person,Major General Mackay,WROTE LETTER TO,Person,Hamilton,"1689, Aug 8",,GD406/1/3612
Person,Major General Mackay,WROTE LETTER TO,Person,Hamilton,"1689, Aug 11",,GD406/1/3613
Person,Major General Mackay,WROTE LETTER TO,Person,Hamilton,c 1689,,GD406/1/3614
Person,Major General Mackay,WROTE LETTER TO,Person,Hamilton,"1689, Sep 24",,GD406/1/3616
Person,Major General Mackay,Paper,Person,Hamilton,"1689, Aug 8",,GD406/1/3617
Person,Melville,WROTE LETTER TO,Person,Hamilton,"1689, May 15",,GD406/1/3618
Person,King William,WROTE LETTER TO,Organization,Convention of Estates,"1689, May 17",,GD406/1/3619
Person,Melville,WROTE LETTER TO,Person,Hamilton,"1689, May 18",,GD406/1/3620
Person,Melville,WROTE LETTER TO,Person,Hamilton,"1689, May 31",,GD406/1/3621
Person,Melville,WROTE LETTER TO,Person,Hamilton,"1689, Jun 4",,GD406/1/3622
Person,Melville,WROTE LETTER TO,Person,Hamilton,"1689, Jun 13",,GD406/1/3623
Person,King William,WROTE LETTER TO,Organization,Privy Council ,"1689, Jun 13",,GD406/1/3624
Person,Melville,WROTE LETTER TO,Person,Hamilton,"1689, Jun 15",,GD406/1/3625
Person,King William,Warrant,Person,Hamilton,"1689, Jun 15",,GD406/1/3626
Person,Melville,WROTE LETTER TO,Person,Hamilton,"1689, Jun 18",,GD406/1/3627
Person,Melville,WROTE LETTER TO,Person,Hamilton,"1689, Jun 27",,GD406/1/3628
Person,Melville,WROTE LETTER TO,Person,Hamilton,"1689, Jun 29",,GD406/1/3629
Person,Melville,WROTE LETTER TO,Person,Hamilton,"1689, Jul 2",,GD406/1/3630
Person,Melville,WROTE LETTER TO,Person,Hamilton,"1689, Jul 4",,GD406/1/3631
Person,King William,WROTE LETTER TO,Organization,Parliament,"1689, Jul 4",,GD406/1/3632
Person,Melville,WROTE LETTER TO,Person,Hamilton,"1689, Jul 9",,GD406/1/3633
Person,Unknown,WROTE LETTER TO,Person,Mr. James Graham,"1689, Jul 5",,GD406/1/3634
Person,King William,WROTE LETTER TO,Organization,Privy Council ,"1689, Jul 10",2,GD406/1/3635
Person,Melville,WROTE LETTER TO,Person,Hamilton,"1689, Jul 11",,GD406/1/3636
Person,Melville,WROTE LETTER TO,Person,Hamilton,"1689, Jul 13",,GD406/1/3637
Person,Melville,WROTE LETTER TO,Person,Hamilton,"1689, Jul 17",,GD406/1/3638
Person,Melville,WROTE LETTER TO,Person,Hamilton,"1689, Jul 19",,GD406/1/3639
Person,Melville,WROTE LETTER TO,Person,Hamilton,"1689, Jul 25",,GD406/1/3640
Person,Melville,WROTE LETTER TO,Person,Hamilton,"1689, Jul 27",,GD406/1/3641
Person,Melville,WROTE LETTER TO,Person,Hamilton,"1689, Aug 1",,GD406/1/3642
Person,King William,WROTE LETTER TO,Organization,Privy Council ,"1689, Aug 1",,GD406/1/3643
Person,Melville,WROTE LETTER TO,Person,Hamilton,"1689, Aug 3",,GD406/1/3644
Person,Melville,WROTE LETTER TO,Person,Hamilton,"1689, Aug 5",,GD406/1/3645
Person,Melville,WROTE LETTER TO,Person,Hamilton,"1689, Aug 8",,GD406/1/3646
Person,Melville,WROTE LETTER TO,Person,Hamilton,"1689, Aug 10",,GD406/1/3647
Person,Melville,WROTE LETTER TO,Person,Hamilton,"1689, Aug 13",,GD406/1/3648
Person,Melville,WROTE LETTER TO,Person,Hamilton,"1689, Dec 18",,GD406/1/3649
Person,Melville,WROTE LETTER TO,Person,Hamilton,"1690, Jan 4",,GD406/1/3650
Person,Melville,WROTE LETTER TO,Person,Hamilton,"1690, Jan 9",,GD406/1/3651
Person,Melville,WROTE LETTER TO,Person,Hamilton,"1690, Jan 16",,GD406/1/3652
Person,Melville,WROTE LETTER TO,Person,Hamilton,"1690, Jan 21",,GD406/1/3653
Person,Melville,WROTE LETTER TO,Person,Hamilton,"1690, Feb 13",,GD406/1/3654
Person,King William,WROTE LETTER TO,Organization,Privy Council ,"1690, Feb 13",,GD406/1/3655
Person,Melville,WROTE LETTER TO,Person,Hamilton,"1690, Jul 11",,GD406/1/3657
Person,Melville,WROTE LETTER TO,Person,Hamilton,"1691, Jul 29",,GD406/1/3658
Person,Melville,WROTE LETTER TO,Person,Hamilton,"1691, Aug 22",,GD406/1/3659
Person,King William,WROTE LETTER TO,Organization,Privy Council ,"1691, Aug 27",,GD406/1/3660
Person,Melville,WROTE LETTER TO,Person,Hamilton,"1691, Aug 8",,GD406/1/3661
Person,Melville,WROTE LETTER TO,Person,Hamilton,"1691, Aug",,GD406/1/3662
Person,Melville,WROTE LETTER TO,Person,Hamilton,"1691, Sep 22",,GD406/1/3663
Person,King William,WROTE LETTER TO,Organization,Privy Council ,c 1691,,GD406/1/3664
Person,Melville,WROTE LETTER TO,Person,Hamilton,"1691, Oct 22",,GD406/1/3665
Person,Melville,WROTE LETTER TO,Person,Hamilton,"1691, Nov 17",,GD406/1/3666
Person,Melville,WROTE LETTER TO,Person,Hamilton,"1691, Dec 19",,GD406/1/3667
Person,Melville,WROTE LETTER TO,Person,Hamilton,"1692, Jan 5",,GD406/1/3668
Person,Unknown,WROTE LETTER TO,Person,Arran,"1690, May 17",,GD406/1/3671
Person,King William,WROTE LETTER TO,Person,Parliament,"1690, Apr 18",,GD406/1/3672
Person,Ester de Varengeville,WROTE LETTER TO,Person,Duchess of Hamilton,"1690, Nov 7",,GD406/1/3674
Person,Dundonald,WROTE LETTER TO,Person,Hamilton,"1690, Apr 4",,GD406/1/3675
Person,John Hamilton,WROTE LETTER TO,Person,David Crawford,"1690, Jul 10",,GD406/1/3676
Organization,Privy Council ,Warrant,Organization,Parliament,"1690, Dec 4",,GD406/1/3677
Person,J. Crawford,WROTE LETTER TO,Person,David Crawford,"1690, Nov 16",,GD406/1/3678
Person,James Marshall,WROTE LETTER TO,Person,David Crawford,"1690, Aug 19",,GD406/1/3679
Person,Dudley Vanbrugh,WROTE LETTER TO,Person,David Crawford,"1690, Aug 24",,GD406/1/3680
Person,Unknown,WROTE LETTER TO,Person,Arran,"1690, May 13",,GD406/1/3681
Person,W. Hamilton,WROTE LETTER TO,Person,Arran,"1690, May 6",,GD406/1/3682
Person,Thomas Ailborne,WROTE LETTER TO,Person,Duchess of Hamilton,"1690, May 15",,GD406/1/3683
Person,D.C.,WROTE LETTER TO,Person,David Crawford,"1690, Apr 3",,GD406/1/3684
Person,Arran,WROTE LETTER TO,Person,David Crawford,"1690, May 30",,GD406/1/3685
Person,Unknown,WROTE LETTER TO,Person,Arran,"1690, May 20",,GD406/1/3686
Person,James Foulis,WROTE LETTER TO,Person,David Crawford,"1690, Apr 10",,GD406/1/3687
Person,Unknown,WROTE LETTER TO,Person,David Crawford,"1691, Jan 31",,GD406/1/3688
Person,William Stirling,WROTE LETTER TO,Person,David Crawford,"1691, Apr 22",,GD406/1/3689
Person,Robert Webb,WROTE LETTER TO,Person,David Crawford,"1691, Feb 17",,GD406/1/3691
Person,"Elizabeth, Countess of Clancarthy",WROTE LETTER TO,Person,Arran,"1692, Jan 13",,GD406/1/3692
Person,John Dalrymple,WROTE LETTER TO,Person,Arran,"1691, May 19",,GD406/1/3693
Person,Robert Murray,WROTE LETTER TO,Person,Arran,"1691, Nov 21",,GD406/1/3694
Person,Robert Murray,WROTE LETTER TO,Person,Selkirk,"1691, Oct 27",,GD406/1/3695
Person,John Anderson,WROTE LETTER TO,Person,Polwarth,"1691, May 6",,GD406/1/3696
Person,Charles Fielding,WROTE LETTER TO,Person,"Anne, Duchess of Hamilton","1692, Jan 4",,GD406/1/3697
Person,Rupert Billingsley,WROTE LETTER TO,Person,Unknown,"1691, Aug 1",,GD406/1/3698
Person,Sunderland,WROTE LETTER TO,Person,Arran,"1691, Dec 7",,GD406/1/3699
Person,Sunderland,WROTE LETTER TO,Person,Arran,"1691, May 16",,GD406/1/3700
Person,Sunderland,WROTE LETTER TO,Person,Arran,"1691, Mar 26",,GD406/1/3701
Person,Daniel Hamilton,WROTE LETTER TO,Person,David Crawford,"1692, Nov 5",,GD406/1/3706
Person,W. Fanshawe,WROTE LETTER TO,Person,Arran,"1692, Apr 20",,GD406/1/3707
Person,Marie Macdonald,WROTE LETTER TO,Person,Duchess of Hamilton,"1692, Jan 12",,GD406/1/3708
Person,Tweeddale,WROTE LETTER TO,Person,Hamilton,"1692, Apr 27",,GD406/1/3709
Person,Tweeddale,WROTE LETTER TO,Person,Hamilton,"1692, May 3",,GD406/1/3710
Person,Robert Murray,WROTE LETTER TO,Organization,Arran,"1692, Jan 12",,GD406/1/3712
Person,Robert Webb,WROTE LETTER TO,Person,David Crawford,"1692, Feb 1",,GD406/1/3713
Person,Robert Darloe,WROTE LETTER TO,Person,David Crawford,"1692, Jan 26",,GD406/1/3714
Person,Marie Macdonald,WROTE LETTER TO,Person,Duchess of Hamilton,"1691, Jun 21",,GD406/1/3716
