From Type,From Name,Edge Type,To Type,To Name,Date,Weight,NRS Reference
Person,Bishop of Glasgow,WROTE LETTER TO,Person,Hamilton,c 1688,,GD406/1/9438
Person,Thomas Livingston,WROTE LETTER TO,Person,Lieutenant Colonel Hamilton,"1692, Jan 23",,GD406/1/9679
Person,John Dalrymple,WROTE LETTER TO,Person,Lieutenant Colonel Hamilton,"1691, Dec 1-1692, Jan 30",9,GD406/1/9680
Person,Countess of Dundonald,WROTE LETTER TO,Person,Hamilton,"1691, Sep 26",,GD406/1/9689
Group,Lord Ross; William Cochran of Kilmarnock,WROTE LETTER TO,Person,Hamilton,"1691, Oct 9",,GD406/1/9690
Person,A Hamilton,WROTE LETTER TO,Person,Arran,c 1690,,GD406/1/9691
Person,John Hamilton,WROTE LETTER TO,Person,John Baylie,"1688, Jul 24",,GD406/1/9757
Person,William Bruce,WROTE LETTER TO,Person,Hamilton,"1692, Mar 10",,GD406/1/9760
Person,John Baillie,WROTE LETTER TO,Person,William Cleland,"1688, Jun 29",,GD406/1/9766
Person,David Crawford,WROTE LETTER TO,Person,Hamilton,"1692, Aug 9",,GD406/1/10040
Person,Thomas Morton,WROTE LETTER TO,Person,Arran,"1691, Aug 22",,GD406/1/10042
Person,Sinkelton Richmond,WROTE LETTER TO,Person,Unknown,"1692, Mar 18",,GD406/1/10047
Person,John Chetwynd,WROTE LETTER TO,Person,Lady Gerard,"1692, Mar 28",,GD406/1/10142
Person,Robert Lloyd,WROTE LETTER TO,Person,Madam Harcourt,"1691, Mar 13",,GD406/1/10227
Person,J. Deverell,WROTE LETTER TO,Person,Mr. Pulford,"1689, Oct 26",,GD406/1/10259
Person,J. B.,WROTE LETTER TO,Person,Madam Harcourt,"1690, Oct 21",,GD406/1/10268
Person,J. V.,WROTE LETTER TO,Person,Lady Gerard,"1690, Dec 8",,GD406/1/10306
Person,J. B.,WROTE LETTER TO,Person,Madam Harcourt,"1691, Feb 11",,GD406/1/10307
Person,E. Foden,WROTE LETTER TO,Person,Mr. Emery,"1690, Nov 13",,GD406/1/10312
Person,Arran,WROTE LETTER TO,Person,Mr. George Skirving,"1689, Jun 15",,GD406/1/10369
Person,Unknown,WROTE LETTER TO,Person,Arran,"1689, Jun 15",,GD406/1/10371
Person,King James,WROTE LETTER TO,Person,Hamilton,"1688, Feb 11",,GD406/1/10606
Person,Hamilton,WROTE LETTER TO,Person,KIing James,"1688, Feb 25",,GD406/1/10607
Person,Hamilton,WROTE LETTER TO,Person,King William,"1689, Mar 23",,GD406/1/10608
Person,King William,WROTE LETTER TO,Person,Hamilton,"1689, Apr 2",,GD406/1/10609
Person,Hamilton,WROTE LETTER TO,Person,King William,"1689, Apr 17",,GD406/1/10610
Person,King William,WROTE LETTER TO,Person,Hamilton,"1689, Apr 25",,GD406/1/10611
Person,King William,WROTE LETTER TO,Person,Hamilton,"1689, May 17",,GD406/1/10612
Person,Hamilton,WROTE LETTER TO,Person,King William,"1689, May 25",,GD406/1/10613
Person,King William,WROTE LETTER TO,Person,Hamilton,"1689, May 31",,GD406/1/10614
Person,Hamilton,WROTE LETTER TO,Person,King William,"1689, Jun 6",,GD406/1/10615
Person,Hamilton,WROTE LETTER TO,Person,King William,"1689, Jun 22",,GD406/1/10616
Person,King William,WROTE LETTER TO,Person,Hamilton,"1689, Jul 4",,GD406/1/10617
Person,King William,WROTE LETTER TO,Person,Hamilton,"1689, Jul 17",,GD406/1/10618
Person,King William,WROTE LETTER TO,Person,Hamilton,"1689, Jul 27",,GD406/1/10619
Person,King William,WROTE LETTER TO,Person,Hamilton,"1690, Jan 21",,GD406/1/10620
Person,Hamilton,WROTE LETTER TO,Person,King William,"1690, Feb 20",,GD406/1/10621
Person,Queen Mary,WROTE LETTER TO,Person,Hamilton,"1691, Jul 22",,GD406/1/10622
Person,Hamilton,WROTE LETTER TO,Person,Queen Mary,"1691, Jul 29",,GD406/1/10623
Person,David Scrimseour,WROTE LETTER TO,Person,Robert Rodman,"1691, Jul 29",,GD406/1/10634
Person,Robert Rodman,WROTE LETTER TO,Person,Unknown,"1691, Jul 31",,GD406/1/10635
Person,Patrick Mein,WROTE LETTER TO,Person,Hamilton,"1690, Mar 7",,GD406/1/10636
Person,Patrick Mein,Memorandum,Person,Hamilton,"1690, Feb 8",,GD406/1/10637
Person,Marquis Tweeddale,WROTE LETTER TO,Person,Hamilton,"1692, Sep 21",,GD406/1/10638
Person,James Hamilton,WROTE LETTER TO,Person,Hamilton,"1688, Oct 18",,GD406/1/10639
Person,Perth,WROTE LETTER TO,Person,Unknown,"1688, Oct",,GD406/1/10640
Person,Crawford,WROTE LETTER TO,Person,Hamilton,"1691, Sep 25",,GD406/1/10641/1
Person,John Lochore,WROTE LETTER TO,Person,Mr. Baillie,c 1688,,GD406/1/10640
Person,Lord Stair,WROTE LETTER TO,Person,Hamilton,"1692, Jan 6",,GD406/1/10647
Person,Rupert Billingsley,WROTE LETTER TO,Person,Hamilton,"1691, Aug 31",,GD406/1/10648
Person,Melville,WROTE LETTER TO,Organization,Privy Council,"1691, Jun 26",,GD406/1/10651
Person,John [Kirk],WROTE LETTER TO,Person,Hamilton,"1692, Nov 19",,GD406/1/10660
Person,Arthur Naismith,WROTE LETTER TO,Person,John Small,"1692, Jun 29",,GD406/1/10685
Person,Duchess of Hamilton,WROTE LETTER TO,Person,Arran,"1688, Jan 18",,GD406/1/10688
Person,Hamilton,WROTE LETTER TO,Person,Arran,n.d.,,GD406/1/10698
Person,Hamilton,WROTE LETTER TO,Person,Arran,n.d.,,GD406/1/10703
Person,Hamilton,WROTE LETTER TO,Person,Arran,n.d.,,GD406/1/10705
Person,James Foulis,WROTE LETTER TO,Person,Hamilton,1690. Dec 30,,GD406/1/10707
Person,James Foulis,WROTE LETTER TO,Person,Hamilton,"1691, Jan 17",,GD406/1/10708
Person,Unknown,WROTE LETTER TO,Person,Unknown,"1690, May 27",,GD406/1/10715
Person,Marie Arskin,WROTE LETTER TO,Person,Arran,"1691, Nov 5",,GD406/1/10716
Person,William Hamilton,WROTE LETTER TO,Person,Arran,"1691, Nov 3",,GD406/1/10717
Person,William Hamilton,WROTE LETTER TO,Person,Arran,"1691, Jun 13",,GD406/1/10733
Person,James Coull,WROTE LETTER TO,Person,Unknown,"1692, Dec 9",,GD406/1/10746
Person,George Skirving,WROTE LETTER TO,Person,Arran,"1691, Oct 19",,GD406/1/10759
Person,A. Crawford,WROTE LETTER TO,Person,James Nisbit,"1689, Dec 20",,GD406/1/10771/1
Person,William Hamilton,WROTE LETTER TO,Person,Arran,"1689, Oct 23",,GD406/1/10772
Person,Sunderland,WROTE LETTER TO,Person,Hamilton,"1689, Sep 10",,GD406/1/10838
Person,Portland,WROTE LETTER TO,Person,Hamilton,"1692, Feb",,GD406/1/10882
Person,Hamilton,WROTE LETTER TO,Person,Portland,"1692, Mar 3",,GD406/1/10883
Person,Hamilton,WROTE LETTER TO,Person,Portland,"1692, May 14",,GD406/1/10911
Person,Portland,WROTE LETTER TO,Person,Hamilton,"1691, Jun",,GD406/1/10931
Person,Hamilton,WROTE LETTER TO,Person,Portland,"1692, Nov 10",,GD406/1/10932
Person,Portland,WROTE LETTER TO,Person,Hamilton,c 1692,,GD406/1/10933
Organization,Synod of Aberdeen,WROTE LETTER TO,Person,Hamilton,c 1689,,GD406/1/10953/1
Person,Selkirk,WROTE LETTER TO,Person,Hamilton,"1691, Dec 12",,GD406/1/11028
Person,Selkirk,WROTE LETTER TO,Person,Hamilton,"1691, Dec 15",,GD406/1/11029
Person,Selkirk,WROTE LETTER TO,Person,Hamilton,"1691, Dec 17",,GD406/1/11030
Person,Selkirk,WROTE LETTER TO,Person,Hamilton,"1691, Dec 17",,GD406/1/11031
Person,Selkirk,WROTE LETTER TO,Person,Hamilton,"1691, Dec 22",,GD406/1/11032
Person,Selkirk,WROTE LETTER TO,Person,Hamilton,"1691, Dec 24",,GD406/1/11033
Person,Selkirk,WROTE LETTER TO,Person,Hamilton,"1691, Dec 26",,GD406/1/11034
Person,Selkirk,WROTE LETTER TO,Person,Hamilton,"1691, Dec 31",,GD406/1/11035
Person,Selkirk,WROTE LETTER TO,Person,Hamilton,"1692, Jan 2",,GD406/1/11036
Person,Selkirk,WROTE LETTER TO,Person,Hamilton,"1692, Jan 5",,GD406/1/11037
Person,Selkirk,WROTE LETTER TO,Person,Hamilton,"1692, Jan 7",,GD406/1/11038
Person,Selkirk,WROTE LETTER TO,Person,Hamilton,"1692, Jan 9",,GD406/1/11039
Person,Selkirk,WROTE LETTER TO,Person,Hamilton,"1692, Jan 12",,GD406/1/11040
Person,Selkirk,WROTE LETTER TO,Person,Hamilton,"1692, Jan 14",,GD406/1/11041
Person,Selkirk,WROTE LETTER TO,Person,Hamilton,"1692, Jan 16",,GD406/1/11042
Person,Selkirk,WROTE LETTER TO,Person,Hamilton,"1692, Jan 19",,GD406/1/11043
Person,Selkirk,WROTE LETTER TO,Person,Hamilton,"1692, Jan 21",,GD406/1/11044
Person,Selkirk,WROTE LETTER TO,Person,Hamilton,"1692, Jan 23",,GD406/1/11045
Person,Selkirk,WROTE LETTER TO,Person,Hamilton,"1692, Feb 11",,GD406/1/11046
Person,Selkirk,WROTE LETTER TO,Person,Hamilton,"1692, Feb 19",,GD406/1/11047
Person,Selkirk,WROTE LETTER TO,Person,Hamilton,"1692, Feb 25",,GD406/1/11048
Person,Selkirk,WROTE LETTER TO,Person,Hamilton,"1692, Feb 27",,GD406/1/11049
Person,Selkirk,WROTE LETTER TO,Person,Hamilton,"1692, Mar 28",,GD406/1/11050
Person,Selkirk,WROTE LETTER TO,Person,Hamilton,"1692, Apr 7",,GD406/1/11051
Person,Selkirk,WROTE LETTER TO,Person,Hamilton,"1692, Apr 10",,GD406/1/11052
Person,Selkirk,WROTE LETTER TO,Person,Hamilton,"1692, May 7",,GD406/1/11053
Person,Selkirk,WROTE LETTER TO,Person,Hamilton,"1692, May 16",,GD406/1/11054
Person,Selkirk,WROTE LETTER TO,Person,Hamilton,"1692, May 19",,GD406/1/11055
Person,J. Smith,WROTE LETTER TO,Person,Hamilton,"1691, Feb 18",,GD406/1/11101
Person,Mary Caren,WROTE LETTER TO,Person,Lady Gerard,"1690, Jun 6",,GD406/1/11110
Person,R. Jevon,WROTE LETTER TO,Person,Lady Gerard,"1691, Mar 24",,GD406/1/11111
Person,Jane Barker,WROTE LETTER TO,Person,Elizabeth Barker,"1690, Jun 1",,GD406/1/11112
Person,Anthony Hungerford,WROTE LETTER TO,Person,Lady Gerard,"1691, Jun 17",,GD406/1/11113
Person,Lady Gerard,WROTE LETTER TO,Person,Mr. Milton,"1688, Jan 27",,GD406/1/11117
Person,J.B.,WROTE LETTER TO,Person,Madam Harcourt,"1690, Aug 2",,GD406/1/11125A
Person,J.B.,WROTE LETTER TO,Person,Madam Harcourt,"1689, Jul 20",,GD406/1/11126
Person,J.B.,WROTE LETTER TO,Person,Madam Harcourt,"1689, Jul 30",,GD406/1/11127
Person,Charles Roberts,WROTE LETTER TO,Person,Lady Gerard,"1689, Feb 14",,GD406/1/11128A
Person,M. St Leger,WROTE LETTER TO,Person,Edward Hungerford,c 1688,,GD406/1/11129
Person,H. Peyre,WROTE LETTER TO,Person,Lady Gerard,"1688, Oct 14",,GD406/1/11129A
Person,J.B.,WROTE LETTER TO,Person,Madam Harcourt,"1691, Apr 11",,GD406/1/11132
Person,P. Muirhead,WROTE LETTER TO,Person,David Crawford,"1691, Sep 14",,GD406/1/11137
Person,Ann Ferrers,WROTE LETTER TO,Person,Madam Harcourt,"1690, Jul 29",,GD406/1/11139B
Person,S. Maxwell,WROTE LETTER TO,Person,Hamilton,"1691, Aug 11",,GD406/1/11146A
Person,Anne Ferrers,WROTE LETTER TO,Person,Lady Gerard,"1690, Jul 24",,GD406/1/11155A
Person,Unknown,WROTE LETTER TO,Person,Lady Gerard,"1690, Oct 15",,GD406/1/11160A
Person,John Underwood,WROTE LETTER TO,Person,Lady Gerard,"1690, Oct 28",,GD406/1/11169A
Person,Unknown,WROTE LETTER TO,Person,Madam Harcourt,"1691, Sep 26",,GD406/1/11171
Person,Lady Gerard,WROTE LETTER TO,Person,Unknown,"1691, Sep 16",,GD406/1/11172
Person,H. Peyre,WROTE LETTER TO,Person,Lady Gerard,"1690, Oct 14",,GD406/1/11176A
Person,Unknown,WROTE LETTER TO,Person,Madam Harcourt,"1690, Feb 15",,GD406/1/11181A
Person,W. Chetwynd,WROTE LETTER TO,Person,Lady Gerard,"1690, Oct 30",,GD406/1/11192A
Person,R. Bristol,WROTE LETTER TO,Person,Lady Gerard,"1691, Apr 6",,GD406/1/11194
Person,Unknown,WROTE LETTER TO,Person,Madam Harcourt,"1691, Apr 18",,GD406/1/11198A
Person,G. Muirhead,WROTE LETTER TO,Person,John Robertson,"1688, Sep 27",,GD406/1/11199
Person,Archibald Rae,WROTE LETTER TO,Person,John Robertson,"1688, Sep 25",,GD406/1/11200
Person,John Atchinson,WROTE LETTER TO,Person,John Robertson,"1688, Sep 1",,GD406/1/11201
Person,John Hamilton,WROTE LETTER TO,Person,John Robertson,"1688, Sep 26",,GD406/1/11202
Person,J. Young ,WROTE LETTER TO,Person,John Robertson,"1688, Sep 25",,GD406/1/11203
Person,Andrew Brown,WROTE LETTER TO,Person,Laird of Spittell,"1688, Jul 10",,GD406/1/11204
Person,William Stewart,WROTE LETTER TO,Person,Laird of Spittell,"1688, Oct 4",,GD406/1/11205
Person,E. Lake,WROTE LETTER TO,Person,Lady Gerard,"1688, May 1",,GD406/1/11205A
Person,Edward Hungerford,WROTE LETTER TO,Person,Lady Gerard,"1688, May 22",,GD406/1/11206A
Person,W. Chetwynd,WROTE LETTER TO,Person,Madam Harcourt,"1690, Mar 16",,GD406/1/11210
Person,Unknown,WROTE LETTER TO,Person,Madam Harcourt,"1689, Nov 19",,GD406/1/11212
Person,Viscount Bolingbroke,WROTE LETTER TO,Person,Lady Gerard,"1690, Jun 14",,GD406/1/11214
Person,E. Foden,WROTE LETTER TO,Person,Lady Gerard,"1692, Jan 25",,GD406/1/11215
Person,Robert Lloyd,WROTE LETTER TO,Person,Madam Harcourt,"1691, Jun 28",,GD406/1/11311
Person,Unknown,WROTE LETTER TO,Person,Lady Gerard,c 1689,,GD406/1/11313
Person,Unknown,WROTE LETTER TO,Person,Lady Gerard,"1690, Feb 15",,GD406/1/11314
Person,F. K. ,Report,Person,Hamilton,"1689, Sep 21",,GD406/1/11315
Person,F. K. ,WROTE LETTER TO,Person,Lady Gerard,c 1689,,GD406/1/11316
Person,F. K. ,WROTE LETTER TO,Person,Lady Gerard,"1689, October 5",,GD406/1/11317
Person,Unknown,WROTE LETTER TO,Person,Lady Gerard,c 1689,,GD406/1/11318
Person,Unknown,WROTE LETTER TO,Person,Madam Harcourt,c 1689,,GD406/1/11319
Person,Unknown,WROTE LETTER TO,Person,Madam Harcourt,"1689, June 8",,GD406/1/11320
Person,F. Saunders,WROTE LETTER TO,Person,Lady Gerard,"1689, September 17",,GD406/1/11321
Person,E. Foden,WROTE LETTER TO,Person,Mr. Ward,"1690, January 6",,GD406/1/11322
Person,Edward Hungerford,WROTE LETTER TO,Person,Mr. Bellott,"1689, December 10",,GD406/1/11323
Person,Unknown,WROTE LETTER TO,Person,Madam Harcourt,c 1689,,GD406/1/11324
Person,Abigail White,WROTE LETTER TO,Person,Lady Gerard,"1691, May 18",,GD406/1/11325
Person,John Underwood,WROTE LETTER TO,Person,Mr. Ward,"1689, May 8",,GD406/1/11326
Person,Thomas Husband,WROTE LETTER TO,Person,Mr. Ward,"1689, June 6",,GD406/1/11327
Person,Charles Roberts,WROTE LETTER TO,Person,Mr. Billott,"1690, March 20",,GD406/1/11328
Person,W. Chetwynd,WROTE LETTER TO,Person,Lady Gerard,c 1689,,GD406/1/11329
Person,Miss Gilbert,WROTE LETTER TO,Person,Lady Gerard,"1689, June 28",,GD406/1/11330
Person,John V,WROTE LETTER TO,Person,Lady Gerard,c 1689,,GD406/1/11331
Person,A. Brackin,WROTE LETTER TO,Person,Madam Harcourt,"1690, April 29",,GD406/1/11332
Person,Anne Ferrers,WROTE LETTER TO,Person,Madam Harcourt,"1690, February 1",,GD406/1/11333
Person,M. St Leger,WROTE LETTER TO,Person,Lady Gerard,"1691, May 7",,GD406/1/11334
Person,Edward Hungerford,WROTE LETTER TO,Person,"Edward Hungerford, younger","1690, January 30",,GD406/1/11335
Person,Mary Caren,WROTE LETTER TO,Person,Lady Gerard,"1688, February 15",,GD406/1/11336
Person,Joseph Plymley,WROTE LETTER TO,Person,Lady Gerard,"1690, April 7",,GD406/1/11337
Person,Anne Ferrers,WROTE LETTER TO,Person,Madam Harcourt,"1690, January 21",,GD406/1/11338
Person,M. St Leger,WROTE LETTER TO,Person,Lady Gerard,1689,,GD406/1/11339
Person,R. Jevon,WROTE LETTER TO,Person,Lady Gerard,"1691, May 19",,GD406/1/11340
Person,M. St Leger,WROTE LETTER TO,Person,Lady Gerard,c 1690,,GD406/1/11341
Person,Unknown,WROTE LETTER TO,Person,Madam Harcourt,c 1690,,GD406/1/11342
Person,John Underwood,WROTE LETTER TO,Person,Lady Gerard,"1690, May 1",,GD406/1/11343
Person,Edward Pulford,WROTE LETTER TO,Person,Edward Hungerford,"1690, February 21",,GD406/1/11344
Person,Edward Hungerford,WROTE LETTER TO,Person,Mr. Bellott,"1690, February 27",,GD406/1/11345
Person,J. V.,WROTE LETTER TO,Person,Lady Gerard,"1690, March 19",,GD406/1/11346
Person,R. Jevon,WROTE LETTER TO,Person,Lady Gerard,1690,,GD406/1/11347
Person,Unknown,WROTE LETTER TO,Person,Madam Harcourt,"1691, February 28",,GD406/1/11348
Person,Fran Phillips,WROTE LETTER TO,Person,Madam Harcourt,"1690, May 22",,GD406/1/11349
Person,Edmund Hector,WROTE LETTER TO,Person,Lady Gerard,"1690, May 7",,GD406/1/11350
Person,R. Jevon,WROTE LETTER TO,Person,Lady Gerard,"1691, March 12",,GD406/1/11353
Person,Edmund Sawtell,WROTE LETTER TO,Person,Lady Gerard,"1691, April 16",,GD406/1/11354
Person,Edmund Sawtell,WROTE LETTER TO,Person,Madam Harcourt,"1691, May 26",,GD406/1/11355
Person,Unknown,WROTE LETTER TO,Person,Madam Harcourt,"1691, May 30",,GD406/1/11356
Person,Edmund Sawtell,WROTE LETTER TO,Person,Madam Harcourt,"1691, May 14",,GD406/1/11360
Person,Edward Hungerford,WROTE LETTER TO,Person,John Underwood,"1691, May 14",,GD406/1/11361
Person,M. St Leger,WROTE LETTER TO,Person,Madam Harcourt,"1691, January 30",,GD406/1/11362
Person,Unknown,WROTE LETTER TO,Person,Madam Harcourt,"1691, June 13",,GD406/1/11363
Person,Unknown,WROTE LETTER TO,Person,Madam Harcourt,"1691, May 22",,GD406/1/11364
Person,Unknown,WROTE LETTER TO,Person,Madam Harcourt,c 1691,,GD406/1/11365
Person,Jonathan Norman,WROTE LETTER TO,Person,Mr. Robert Kinearre,"1689, February 18",,GD406/1/11366
Person,Unknown,WROTE LETTER TO,Person,Madam Harcourt,c 1691,,GD406/1/11367
Person,Unknown,WROTE LETTER TO,Person,Madam Harcourt,c 1691,,GD406/1/11368
Person,John Locke,WROTE LETTER TO,Person,Mrs. Lockhart,"1691, September 15",,GD406/1/11371
Person,David Masham,WROTE LETTER TO,Person,Mrs. Lockhart,"1690, August 18",,GD406/1/11379
Person,Alexander Hamilton,WROTE LETTER TO,Person,Arthur Naismith,"1688, April 13",,GD406/1/11408
Person,A. B.,WROTE LETTER TO,Person,Lady Gerard,"1688, April 10",,GD406/1/11581
Person,Unknown,WROTE LETTER TO,Person,Madam Harcourt,"1690, November 13",,GD406/1/11583
Person,Tweeddale,WROTE LETTER TO,Person,Hamilton,"1692, April 4",,GD406/1/11590
Person,Anthony Mayne,WROTE LETTER TO,Person,Lady Gerard,"1691, January 17",,GD406/1/11705
Person,Lady Gerard,WROTE LETTER TO,Person,Mr. Seargent Birch,"1691, May 9",,GD406/1/11706
Person,Unknown,WROTE LETTER TO,Person,Lady Gerard,"1691, May 9",,GD406/1/11707
Person,Ann Ferrers,WROTE LETTER TO,Person,Lady Gerard,"1690, May 8",,GD406/1/11711
Person,John Underwood,WROTE LETTER TO,Person,Lady Gerard,"1691, May 9",,GD406/1/11712
Person,Robert Lloyd,WROTE LETTER TO,Person,Madam Harcourt,"1690, Jan 10",,GD406/1/11714
Person,Joseph Plymley,WROTE LETTER TO,Person,Lady Gerard,"1690, Jun 30",,GD406/1/11715
Person,Abigail White,WROTE LETTER TO,Person,Lady Gerard,"1690, May 22",,GD406/1/11716
Person,Mary Caren,WROTE LETTER TO,Person,Lady Gerard,"1690, Apr 30",,GD406/1/11718
Person,John Underwood,WROTE LETTER TO,Person,Lady Gerard,"1690, May 24",,GD406/1/11722
Person,Robert Lloyd,WROTE LETTER TO,Person,Lady Gerard,"1690, May 18",,GD406/1/11742
Person,J. Nisbet,WROTE LETTER TO,Person,John Clark,"1690, Sep 27",,GD406/1/11745
Person,William Crawford,WROTE LETTER TO,Person,John Clark,"1690, Aug 1",,GD406/1/11746
Person,Charles Hamilton,WROTE LETTER TO,Person,John Hamilton,"1690, Dec 31",,GD406/1/11748
Person,Charles Hamilton,WROTE LETTER TO,Person,John Hamilton,"1690, Nov 24",,GD406/1/11750
Person,Patrick Bellenden,WROTE LETTER TO,Person,James Nisbit,"1691, Dec 30",,GD406/1/11752
Person,Archibald Hamilton,WROTE LETTER TO,Person,John Clark,"1690, Feb 22",,GD406/1/11760
Person,John Baillie,WROTE LETTER TO,Person,John Clark,"1690, Jul 8",,GD406/1/11761
Person,Archibald Hamilton,WROTE LETTER TO,Person,John Clark,"1690, Feb 12",,GD406/1/11762
Person,John Clark,WROTE LETTER TO,Person,"John Clark, younger","1690, Jan 11",,GD406/1/11763
Person,W. Hamilton,WROTE LETTER TO,Person,John Clark,"1689, Dec 23",,GD406/1/11764
Person,William Hamilton,WROTE LETTER TO,Person,John Clark,"1689, Dec 21",,GD406/1/11765
Person,James,WROTE LETTER TO,Person,John Clark,"1690, Feb 3",,GD406/1/11767
Person,David Marshall,WROTE LETTER TO,Person,John Clark,"1691, Mar 23",,GD406/1/11770
Person,William Scott,WROTE LETTER TO,Person,John Clark,"1690, Jun 16",,GD406/1/11771
Person,John Clark,WROTE LETTER TO,Person,"John Clark, younger","1689, Nov 9",,GD406/1/11783
Person,John Clark,WROTE LETTER TO,Person,"John Clark, younger","1689, Dec 23",,GD406/1/11784
Person,John Clark,WROTE LETTER TO,Person,"John Clark, younger","1690, Feb 17",,GD406/1/11785
Person,"John Clark, younger",WROTE LETTER TO,Person,John Clark,"1692, Jun 29",,GD406/1/11786
Person,Polwarth,WROTE LETTER TO,Person,Hamilton,"1692, Sep 21",,GD406/1/11792
Person,Archibald Hamilton,WROTE LETTER TO,Person,Duchess of Hamilton,"1688, Nov 22",,GD406/1/11795
Person,Countess of Sunderland,WROTE LETTER TO,Person,Duchess of Hamilton,"1688, Feb 3",,GD406/1/11797
Person,James Colthart,WROTE LETTER TO,Person,Patrick Cockburn,"1691, May 27",,GD406/1/11828
Person,King William,WROTE LETTER TO,Organization,Convention of Estates,c 1689,,GD406/1/11842
Person,King James,WROTE LETTER TO,Person,Atholl,"1689, Mar 29",,GD406/1/11843
Person,King James,WROTE LETTER TO,Person,Balcarres,"1689, Mar 29",,GD406/1/11844
Person,King James,WROTE LETTER TO,Person,Dundee,"1689, Mar 29",,GD406/1/11845
Organization,Convention of Estates,WROTE LETTER TO,Person,King William,"1689, Apr 22",,GD406/1/11846
Person,King William,WROTE LETTER TO,Group,Noblemen and Gentlemen of Scotland,"1689, Jan 14",,GD406/1/11847
Person,Tweeddale,WROTE LETTER TO,Organization,Commissioners of Supply Lanarkshire,"1692, Apr 30",,GD406/1/11851
Organization,Commissioners of Supply Lanarkshire,WROTE LETTER TO,Person,Tweeddale,"1692, May 2",,GD406/1/11852
Person,George Skirving,WROTE LETTER TO,Person,John Clark,c 1690,,GD406/1/11858
Person,Robert Naismith,WROTE LETTER TO,Person,Unknown,"1690, Jan 3",,GD406/1/11859
Person,Arthur Naismith,WROTE LETTER TO,Person,Baillie Clerk,"1689, Jul 10",,GD406/1/11860
Person,John Hamilton,WROTE LETTER TO,Person,John Clark,"1690, Jan 27",,GD406/1/11861
Person,John Craig,WROTE LETTER TO,Person,His wife,"1689, Jul 9",,GD406/1/11862
Person,Andrew Schaw,WROTE LETTER TO,Person,John Clark,"1690, Mar 25",,GD406/1/11863
Person,John Hamilton,WROTE LETTER TO,Person,John Clark,"1690, Jan 14",,GD406/1/11864
Person,J. Nisbet,WROTE LETTER TO,Person,John Clark,"1690, Oct 24",,GD406/1/11865
Person,John Craig,WROTE LETTER TO,Person,John Clark,"1689, Sep 9",,GD406/1/11866
Person,George Skirving,WROTE LETTER TO,Person,John Clark,"1690, May 17",,GD406/1/11867
Person,George Skirving,WROTE LETTER TO,Person,John Clark,"1691, Jul 2",,GD406/1/11868
Person,John Naismith,WROTE LETTER TO,Person,John Clark,"1690, Feb 24",,GD406/1/11869
Person,Alexander Smith,WROTE LETTER TO,Person,Mrs. Tylor,"1690, May 27",,GD406/1/11959
Person,Robert Lloyd,WROTE LETTER TO,Person,Lady Gerard,"1690, May 23",,GD406/1/11988
Person,George Mackenzie,WROTE LETTER TO,Person,Sheriff Depute Lanark,"1688, Sep 19",,GD406/1/11989/1
Person,W.B.,WROTE LETTER TO,Person,Mr. Ward,"1691, May 7",,GD406/1/11990
Person,John Craig,WROTE LETTER TO,Person,Unknown,"1688, Oct 29",,GD406/1/11992
